p,e,len,size
0.52,8,7.2413,193.5385
0.52,9,7.2651,193.8094
0.52,10,7.2856,193.8379
0.52,11,7.3471,193.5349
0.52,12,7.4193,193.7281
0.52,13,7.5206,193.7451
0.52,14,7.7734,193.6928
0.52,15,8.2993,193.9417
0.52,16,6.4409,97.026
0.53,0,7.1267,194.0814
0.53,1,7.1292,193.9767
0.53,2,7.1465,194.3749
0.53,3,7.1346,194.3103
0.53,4,7.1368,194.1341
0.53,5,7.1405,194.1553
0.53,6,7.1197,194.0568
0.53,7,7.1691,194.3992
0.53,8,7.1617,194.4574
0.53,9,7.1912,194.5954
0.53,10,7.2098,194.5332
0.53,11,7.2055,193.1226
0.53,12,7.3197,193.8054
0.53,13,7.4597,193.9671
0.53,14,7.6854,194.0018
0.53,15,8.2041,194.6115
0.53,16,6.3378,96.8583
0.54,0,7.0448,194.7202
0.54,1,7.0439,194.5497
0.54,2,7.0502,194.6036
0.54,3,7.0524,194.4808
0.54,4,7.0568,194.5246
0.54,5,7.0528,194.2543
0.54,6,7.0392,194.2406
0.54,7,7.0731,194.3974
0.54,8,7.0805,194.1781
0.54,9,7.0832,194.2305
0.54,10,7.1319,194.5848
0.54,11,7.1496,194.4738
0.54,12,7.2697,194.7985
0.54,13,7.3748,194.6757
0.54,14,7.6128,194.5869
0.54,15,8.1247,194.8037
0.54,16,6.2847,97.2993
0.55,0,6.9701,195.0294
0.55,1,6.9581,195.0232
0.55,2,6.9732,195.0677
0.55,3,6.9771,195.0244
0.55,4,6.9893,195.0269
0.55,5,6.9794,194.6693
0.55,6,6.9926,195.1304
0.55,7,6.9966,195.1817
0.55,8,7.0074,194.9556
0.55,9,7.0213,195.119
0.55,10,7.0654,195.2599
0.55,11,7.0803,194.8111
0.55,12,7.1797,195.1111
0.55,13,7.3196,195.2881
0.55,14,7.5481,195.3516
0.55,15,7.9985,194.9734
0.55,16,6.2319,97.6567
0.56,0,6.8893,195.3124
0.56,1,6.8829,195.4167
0.56,2,6.9072,195.5225
0.56,3,6.9119,195.3047
0.56,4,6.9048,195.1782
0.56,5,6.8985,195.3804
0.56,6,6.9164,195.4596
0.56,7,6.9321,195.5428
0.56,8,6.9406,195.4755
0.56,9,6.9531,195.7044
0.56,10,6.9817,195.2114
0.56,11,7.0145,195.2675
0.56,12,7.1071,195.5731
0.56,13,7.2537,195.5744
0.56,14,7.4521,195.5987
0.56,15,7.9433,195.6088
0.56,16,6.1602,97.8326
0.57,0,6.8287,195.6902
0.57,1,6.831,195.9839
0.57,2,6.8204,195.6665
0.57,3,6.8308,195.8169
0.57,4,6.8391,195.7179
0.57,5,6.8253,195.9147
0.57,6,6.8374,195.52
0.57,7,6.8597,195.9835
0.57,8,6.8406,195.7564
0.57,9,6.8582,195.5445
0.57,10,6.9072,195.6901
0.57,11,6.955,196.0086
0.57,12,7.0112,195.8697
0.57,13,7.1677,195.8503
0.57,14,7.3928,195.8338
0.57,15,7.8793,195.9257
0.57,16,6.1084,97.9014
0.58,0,6.7716,196.2766
0.58,1,6.7804,196.1577
0.58,2,6.7788,196.3583
0.58,3,6.7687,196.0166
0.58,4,6.7511,196.2888
0.58,5,6.7558,195.8813
0.58,6,6.7818,196.0775
0.58,7,6.7739,196.0511
0.58,8,6.7871,195.9978
0.58,9,6.7988,196.4317
0.58,10,6.8182,195.5508
0.58,11,6.8794,196.1067
0.58,12,6.9574,195.9855
0.58,13,7.0881,196.1862
0.58,14,7.3372,196.374
0.58,15,7.7801,196.2227
0.58,16,6.0226,98.2379
0.59,0,6.6926,196.5744
0.59,1,6.6963,196.5474
0.59,2,6.6978,196.2836
0.59,3,6.6953,196.2806
0.59,4,6.6896,196.5097
0.59,5,6.6972,196.4031
0.59,6,6.6964,196.2458
0.59,7,6.7082,196.702
0.59,8,6.717,196.4587
0.59,9,6.7441,196.4089
0.59,10,6.7693,196.5675
0.59,11,6.8121,196.8257
0.59,12,6.8921,196.2656
0.59,13,7.0003,196.3599
0.59,14,7.245,196.6729
0.59,15,7.7077,196.2985
0.59,16,5.9842,98.2681
0.6,0,6.6428,196.788
0.6,1,6.6244,196.797
0.6,2,6.6339,196.7199
0.6,3,6.6413,196.7209
0.6,4,6.6559,196.9743
0.6,5,6.6252,196.2722
0.6,6,6.6433,196.955
0.6,7,6.6412,196.8445
0.6,8,6.6573,196.7812
0.6,9,6.6717,196.8279
0.6,10,6.7153,196.8642
0.6,11,6.7576,196.8729
0.6,12,6.8292,196.9272
0.6,13,6.968,196.7452
0.6,14,7.1712,197.0707
0.6,15,7.6414,196.9721
0.6,16,5.946,98.4859
0.61,0,6.5567,196.982
0.61,1,6.5638,197.2692
0.61,2,6.5719,197.2131
0.61,3,6.5678,197.0963
0.61,4,6.5687,196.7441
0.61,5,6.5677,197.1944
0.61,6,6.5765,196.825
0.61,7,6.5826,196.8606
0.61,8,6.583,196.9385
0.61,9,6.6253,197.1337
0.61,10,6.6317,196.9656
0.61,11,6.6801,197.0969
0.61,12,6.7765,197.1008
0.61,13,6.8807,196.7328
0.61,14,7.1111,197.0811
0.61,15,7.5741,197.2487
0.61,16,5.8966,98.5184
0.62,0,6.5113,197.4956
0.62,1,6.4989,197.0814
0.62,2,6.4975,197.3257
0.62,3,6.5099,197.192
0.62,4,6.5131,197.2195
0.62,5,6.496,197.1319
0.62,6,6.5238,197.4501
0.62,7,6.5405,197.44
0.62,8,6.5237,197.2424
0.62,9,6.5563,197.1813
0.62,10,6.5875,197.4354
0.62,11,6.628,197.0489
0.62,12,6.711,197.3799
0.62,13,6.8261,197.199
0.62,14,7.0529,197.0092
0.62,15,7.5231,197.5054
0.62,16,5.8325,98.6466
0.63,0,6.445,197.5325
0.63,1,6.4476,197.5609
0.63,2,6.4629,197.3215
0.63,3,6.4571,197.5214
0.63,4,6.4655,197.6201
0.63,5,6.465,197.3177
0.63,6,6.4593,197.6851
0.63,7,6.4772,197.5421
0.63,8,6.4779,197.4609
0.63,9,6.4869,197.2477
0.63,10,6.5246,197.7373
0.63,11,6.5678,197.203
0.63,12,6.6576,197.2259
0.63,13,6.7701,197.4761
0.63,14,7.0021,197.7159
0.63,15,7.4288,197.3125
0.63,16,5.7769,98.9091
0.64,0,6.4003,197.8702
0.64,1,6.3842,197.5177
0.64,2,6.4056,197.8312
0.64,3,6.4077,197.8945
0.64,4,6.3902,197.5583
0.64,5,6.4098,197.7294
0.64,6,6.3932,197.8287
0.64,7,6.3995,197.666
0.64,8,6.4421,197.6635
0.64,9,6.4499,197.8261
0.64,10,6.4633,197.8095
0.64,11,6.4981,197.3917
0.64,12,6.578,197.7908
0.64,13,6.7181,197.7364
0.64,14,6.932,197.6067
0.64,15,7.3713,197.6611
0.64,16,5.7324,98.9138
0.65,0,6.3534,197.6578
0.65,1,6.3404,197.8173
0.65,2,6.3639,197.9961
0.65,3,6.3313,197.8276
0.65,4,6.3541,197.9588
0.65,5,6.3395,197.3704
0.65,6,6.3578,197.9553
0.65,7,6.3485,197.7337
0.65,8,6.3767,197.893
0.65,9,6.3753,197.7295
0.65,10,6.4137,197.8756
0.65,11,6.4443,198.1435
0.65,12,6.5521,198.0435
0.65,13,6.6428,197.7513
0.65,14,6.8648,197.8583
0.65,15,7.3353,197.7233
0.65,16,5.6792,98.9308
0.66,0,6.302,198.0641
0.66,1,6.2876,198.0793
0.66,2,6.2959,198.2636
0.66,3,6.29,198.0483
0.66,4,6.296,198.0943
0.66,5,6.3062,198.0331
0.66,6,6.2976,198.0165
0.66,7,6.3099,198.0333
0.66,8,6.319,197.8676
0.66,9,6.3251,197.9707
0.66,10,6.354,197.7879
0.66,11,6.3989,197.8237
0.66,12,6.4742,198.0896
0.66,13,6.6044,197.8788
0.66,14,6.8286,198.1351
0.66,15,7.2681,198.0094
0.66,16,5.6374,99.1781
0.67,0,6.2455,198.2458
0.67,1,6.2367,198.2849
0.67,2,6.2505,198.0025
0.67,3,6.2681,198.1672
0.67,4,6.2477,198.2553
0.67,5,6.2484,198.3029
0.67,6,6.2687,198.1735
0.67,7,6.2587,198.2305
0.67,8,6.2578,198.3138
0.67,9,6.2957,198.2385
0.67,10,6.3069,198.2542
0.67,11,6.3528,198.2573
0.67,12,6.423,198.2108
0.67,13,6.5439,198.0796
0.67,14,6.7642,198.2607
0.67,15,7.2238,198.3017
0.67,16,5.5989,99.0588
0.68,0,6.1941,198.1207
0.68,1,6.2039,198.0896
0.68,2,6.2036,198.3703
0.68,3,6.2129,198.4391
0.68,4,6.2015,198.2597
0.68,5,6.1942,198.1324
0.68,6,6.2115,198.3496
0.68,7,6.2262,198.1393
0.68,8,6.2286,198.3428
0.68,9,6.2286,198.3277
0.68,10,6.2494,198.2897
0.68,11,6.3013,198.1578
0.68,12,6.3641,198.4733
0.68,13,6.5069,198.4752
0.68,14,6.7246,198.1841
0.68,15,7.1675,198.3467
0.68,16,5.5326,99.204
0.69,0,6.1553,198.5325
0.69,1,6.155,198.4158
0.69,2,6.1606,198.5948
0.69,3,6.1585,198.5636
0.69,4,6.165,198.6621
0.69,5,6.1623,198.5499
0.69,6,6.1599,198.1348
0.69,7,6.1693,198.3639
0.69,8,6.1733,198.3703
0.69,9,6.2082,198.4672
0.69,10,6.2145,198.4203
0.69,11,6.277,198.4364
0.69,12,6.3547,198.608
0.69,13,6.4522,198.4904
0.69,14,6.6561,198.4775
0.69,15,7.1115,198.5145
0.69,16,5.501,99.3651
0.7,0,6.101,198.6458
0.7,1,6.1107,198.4281
0.7,2,6.1236,198.5401
0.7,3,6.1197,198.6349
0.7,4,6.1206,198.6776
0.7,5,6.1215,198.562
0.7,6,6.134,198.6513
0.7,7,6.1272,198.4781
0.7,8,6.1311,198.5451
0.7,9,6.1709,198.6399
0.7,10,6.1739,198.6539
0.7,11,6.2204,198.5053
0.7,12,6.2991,198.5751
0.7,13,6.4081,198.4806
0.7,14,6.6277,198.6688
0.7,15,7.0655,198.4498
0.7,16,5.4596,99.3006
0.71,0,6.0647,198.685
0.71,1,6.081,198.8429
0.71,2,6.0869,198.863
0.71,3,6.079,198.5798
0.71,4,6.0832,198.8512
0.71,5,6.0765,198.7381
0.71,6,6.0779,198.6881
0.71,7,6.0986,198.8627
0.71,8,6.1087,198.7943
0.71,9,6.1161,198.6404
0.71,10,6.1191,198.5367
0.71,11,6.1715,198.7141
0.71,12,6.2519,198.7749
0.71,13,6.3589,198.516
0.71,14,6.5855,198.799
0.71,15,7.0066,198.6322
0.71,16,5.4214,99.3829
0.72,0,6.0334,198.808
0.72,1,6.0283,198.7868
0.72,2,6.0324,198.9581
0.72,3,6.0252,198.6867
0.72,4,6.0336,198.8295
0.72,5,6.0315,198.7696
0.72,6,6.0479,198.8115
0.72,7,6.0579,199.0089
0.72,8,6.0509,198.8033
0.72,9,6.0674,198.8363
0.72,10,6.1049,198.7258
0.72,11,6.1467,198.8229
0.72,12,6.1965,198.7166
0.72,13,6.3168,198.8873
0.72,14,6.5243,198.8684
0.72,15,6.951,198.8388
0.72,16,5.3875,99.4307
0.73,0,5.9732,198.8487
0.73,1,5.9947,198.8199
0.73,2,5.9994,199.0424
0.73,3,5.9931,199.08
0.73,4,5.9969,198.8559
0.73,5,6.0052,199.0182
0.73,6,6.008,199.0066
0.73,7,6.0099,198.925
0.73,8,6.0334,198.8783
0.73,9,6.0417,198.9393
0.73,10,6.0616,198.9392
0.73,11,6.0863,198.758
0.73,12,6.1556,199.0537
0.73,13,6.2821,199.1217
0.73,14,6.4813,199.0653
0.73,15,6.9135,198.9844
0.73,16,5.3448,99.5062
0.74,0,5.957,198.8964
0.74,1,5.9502,198.9139
0.74,2,5.9653,198.9531
0.74,3,5.9606,199.2178
0.74,4,5.9499,199.0995
0.74,5,5.9639,198.9816
0.74,6,5.9555,199.0803
0.74,7,5.966,199.0132
0.74,8,5.9875,199.0692
0.74,9,5.9943,199.1268
0.74,10,6.0086,198.9446
0.74,11,6.058,199.1201
0.74,12,6.1279,199.1646
0.74,13,6.2497,199.0043
0.74,14,6.4437,199.1685
0.74,15,6.8769,199.1377
0.74,16,5.3091,99.5039
0.75,0,5.9161,199.128
0.75,1,5.917,198.8099
0.75,2,5.9284,199.0337
0.75,3,5.9028,199.1175
0.75,4,5.8904,199.0979
0.75,5,5.9254,199.0978
0.75,6,5.9126,199.04
0.75,7,5.921,199.2356
0.75,8,5.9319,198.9354
0.75,9,5.9603,199.0345
0.75,10,5.978,199.1275
0.75,11,6.0064,199.0381
0.75,12,6.0795,198.9709
0.75,13,6.1917,198.958
0.75,14,6.4119,199.0828
0.75,15,6.8461,199.278
0.75,16,5.2887,99.5845
0.76,0,5.8674,199.1881
0.76,1,5.8836,199.2524
0.76,2,5.8698,199.0607
0.76,3,5.8722,199.2502
0.76,4,5.8612,199.1553
0.76,5,5.8807,199.0913
0.76,6,5.8937,199.0696
0.76,7,5.8858,198.9204
0.76,8,5.8943,199.0073
0.76,9,5.9116,199.2947
0.76,10,5.9346,199.0879
0.76,11,5.9878,199.283
0.76,12,6.0586,199.1907
0.76,13,6.1542,198.9273
0.76,14,6.3614,199.0311
0.76,15,6.7775,199.0934
0.76,16,5.2487,99.5301
0.77,0,5.819,199.1327
0.77,1,5.8288,199.1937
0.77,2,5.8487,199.1762
0.77,3,5.8347,199.1623
0.77,4,5.8381,199.33
0.77,5,5.8223,199.2278
0.77,6,5.844,199.2786
0.77,7,5.8516,199.0359
0.77,8,5.845,199.1027
0.77,9,5.8878,199.3211
0.77,10,5.8863,199.2533
0.77,11,5.9522,198.9962
0.77,12,6.0059,199.1519
0.77,13,6.1275,199.0853
0.77,14,6.3218,199.2933
0.77,15,6.7296,199.2688
0.77,16,5.2236,99.7017
0.78,0,5.769,199.3163
0.78,1,5.7932,199.3194
0.78,2,5.7766,199.2533
0.78,3,5.7814,199.3157
0.78,4,5.7813,199.0197
0.78,5,5.8099,199.3772
0.78,6,5.7931,199.1831
0.78,7,5.811,199.3316
0.78,8,5.8005,199.0636
0.78,9,5.8573,199.3976
0.78,10,5.8661,199.3402
0.78,11,5.9145,199.2368
0.78,12,5.9856,199.2618
0.78,13,6.0847,199.3991
0.78,14,6.2849,199.3154
0.78,15,6.7062,199.3478
0.78,16,5.1863,99.6464
0.79,0,5.7468,199.332
0.79,1,5.7457,199.2025
0.79,2,5.7422,199.3214
0.79,3,5.7368,199.2985
0.79,4,5.744,199.2431
0.79,5,5.7454,199.3415
0.79,6,5.7411,199.325
0.79,7,5.7624,199.2578
0.79,8,5.7822,199.402
0.79,9,5.7953,199.2245
0.79,10,5.8198,199.3167
0.79,11,5.8904,199.3049
0.79,12,5.9538,199.315
0.79,13,6.0431,199.2548
0.79,14,6.2604,199.4814
0.79,15,6.655,199.3231
0.79,16,5.1705,99.7085
0.8,0,5.7197,199.5351
0.8,1,5.7023,199.4361
0.8,2,5.7131,199.4625
0.8,3,5.6935,199.3727
0.8,4,5.6987,199.2223
0.8,5,5.7042,199.3355
0.8,6,5.7075,199.5083
0.8,7,5.7113,199.2822
0.8,8,5.7338,199.5187
0.8,9,5.7532,199.378
0.8,10,5.8078,199.4653
0.8,11,5.8489,199.3378
0.8,12,5.9094,199.4702
0.8,13,6.0289,199.5198
0.8,14,6.2006,199.4315
0.8,15,6.6109,199.4498
0.8,16,5.1413,99.671
0.81,0,5.6616,199.5487
0.81,1,5.6619,199.4859
0.81,2,5.6558,199.5043
0.81,3,5.6739,199.4146
0.81,4,5.6782,199.525
0.81,5,5.6584,199.3704
0.81,6,5.6722,199.4129
0.81,7,5.6875,199.5971
0.81,8,5.7003,199.5416
0.81,9,5.7161,199.4803
0.81,10,5.7473,199.5346
0.81,11,5.7994,199.539
0.81,12,5.8797,199.4298
0.81,13,5.9881,199.357
0.81,14,6.1772,199.5254
0.81,15,6.5877,199.4023
0.81,16,5.1212,99.7507
0.82,0,5.6188,199.4949
0.82,1,5.6122,199.4219
0.82,2,5.6241,199.5178
0.82,3,5.6313,199.4094
0.82,4,5.6213,199.6779
0.82,5,5.6263,199.435
0.82,6,5.6206,199.4218
0.82,7,5.6427,199.5327
0.82,8,5.6487,199.3852
0.82,9,5.6801,199.4486
0.82,10,5.7159,199.5338
0.82,11,5.7682,199.3987
0.82,12,5.8437,199.5798
0.82,13,5.9523,199.467
0.82,14,6.1517,199.481
0.82,15,6.5315,199.6389
0.82,16,5.0867,99.6576
0.83,0,5.57,199.5538
0.83,1,5.574,199.4952
0.83,2,5.5864,199.469
0.83,3,5.5862,199.4166
0.83,4,5.5759,199.5541
0.83,5,5.5774,199.5854
0.83,6,5.5879,199.6065
0.83,7,5.5983,199.518
0.83,8,5.6171,199.4419
0.83,9,5.6371,199.4947
0.83,10,5.6768,199.5092
0.83,11,5.7346,199.4269
0.83,12,5.7898,199.454
0.83,13,5.9323,199.5612
0.83,14,6.1115,199.449
0.83,15,6.4997,199.5399
0.83,16,5.0737,99.8196
0.84,0,5.5335,199.5606
0.84,1,5.547,199.5513
0.84,2,5.5438,199.6234
0.84,3,5.5484,199.5286
0.84,4,5.5441,199.5796
0.84,5,5.5598,199.6339
0.84,6,5.5548,199.6352
0.84,7,5.5634,199.53
0.84,8,5.5756,199.5825
0.84,9,5.5899,199.5727
0.84,10,5.6177,199.4293
0.84,11,5.6904,199.6435
0.84,12,5.7618,199.6287
0.84,13,5.8931,199.4936
0.84,14,6.0616,199.598
0.84,15,6.47,199.654
0.84,16,5.0422,99.7868
0.85,0,5.4931,199.6863
0.85,1,5.4991,199.6451
0.85,2,5.509,199.7032
0.85,3,5.5112,199.5827
0.85,4,5.5018,199.5483
0.85,5,5.5242,199.6717
0.85,6,5.523,199.6827
0.85,7,5.5175,199.6847
0.85,8,5.5362,199.5688
0.85,9,5.5396,199.5362
0.85,10,5.5937,199.4653
0.85,11,5.6561,199.5287
0.85,12,5.7263,199.6818
0.85,13,5.8589,199.5547
0.85,14,6.0249,199.5647
0.85,15,6.4123,199.6594
0.85,16,5.0246,99.8607
0.86,0,5.4872,199.7024
0.86,1,5.4823,199.6483
0.86,2,5.4842,199.6558
0.86,3,5.4651,199.6262
0.86,4,5.4725,199.6206
0.86,5,5.476,199.5322
0.86,6,5.4886,199.7379
0.86,7,5.4943,199.6992
0.86,8,5.5036,199.7014
0.86,9,5.5252,199.7624
0.86,10,5.5579,199.6284
0.86,11,5.6254,199.6944
0.86,12,5.6976,199.5416
0.86,13,5.826,199.6791
0.86,14,5.997,199.5478
0.86,15,6.3916,199.6295
0.86,16,5.0059,99.8122
0.87,0,5.4444,199.7244
0.87,1,5.4376,199.7523
0.87,2,5.4365,199.7243
0.87,3,5.4369,199.6752
0.87,4,5.4246,199.6455
0.87,5,5.4289,199.4988
0.87,6,5.4435,199.663
0.87,7,5.4448,199.7361
0.87,8,5.4636,199.6402
0.87,9,5.4904,199.6687
0.87,10,5.5234,199.6874
0.87,11,5.5785,199.7346
0.87,12,5.6516,199.6041
0.87,13,5.8062,199.7453
0.87,14,5.9813,199.6923
0.87,15,6.3505,199.6885
0.87,16,4.9783,99.8279
0.88,0,5.3919,199.6837
0.88,1,5.3946,199.701
0.88,2,5.4071,199.7307
0.88,3,5.403,199.7377
0.88,4,5.3906,199.6632
0.88,5,5.4011,199.6567
0.88,6,5.4102,199.7393
0.88,7,5.4137,199.7809
0.88,8,5.4267,199.656
0.88,9,5.439,199.7558
0.88,10,5.5045,199.7281
0.88,11,5.55,199.6596
0.88,12,5.6262,199.6737
0.88,13,5.7645,199.6269
0.88,14,5.9497,199.7549
0.88,15,6.3233,199.6947
0.88,16,4.9544,99.8816
0.89,0,5.3826,199.7308
0.89,1,5.3806,199.682
0.89,2,5.3628,199.7064
0.89,3,5.3735,199.687
0.89,4,5.3775,199.7201
0.89,5,5.369,199.7565
0.89,6,5.3795,199.6716
0.89,7,5.3789,199.7429
0.89,8,5.399,199.6532
0.89,9,5.4223,199.7306
0.89,10,5.4569,199.6769
0.89,11,5.514,199.7941
0.89,12,5.5925,199.764
0.89,13,5.7277,199.7162
0.89,14,5.9268,199.5893
0.89,15,6.2765,199.7847
0.89,16,4.9436,99.8757
0.9,0,5.3425,199.6892
0.9,1,5.3339,199.7218
0.9,2,5.3354,199.7598
0.9,3,5.338,199.6992
0.9,4,5.3346,199.7497
0.9,5,5.3378,199.8393
0.9,6,5.3339,199.7512
0.9,7,5.3374,199.7071
0.9,8,5.3637,199.8272
0.9,9,5.3885,199.7471
0.9,10,5.4136,199.7302
0.9,11,5.4862,199.8196
0.9,12,5.5705,199.6846
0.9,13,5.6969,199.6502
0.9,14,5.8992,199.8107
0.9,15,6.2618,199.7335
0.9,16,4.9249,99.9144
0.91,0,5.3072,199.7092
0.91,1,5.3129,199.7785
0.91,2,5.3021,199.7138
0.91,3,5.3034,199.6994
0.91,4,5.3128,199.8158
0.91,5,5.305,199.7588
0.91,6,5.3194,199.724
0.91,7,5.3225,199.7546
0.91,8,5.3219,199.6567
0.91,9,5.3597,199.7155
0.91,10,5.3836,199.7225
0.91,11,5.4478,199.8139
0.91,12,5.5289,199.8317
0.91,13,5.6759,199.8409
0.91,14,5.8653,199.7818
0.91,15,6.2164,199.7329
0.91,16,4.8957,99.9045
0.92,0,5.2739,199.7598
0.92,1,5.2818,199.8148
0.92,2,5.2807,199.7507
0.92,3,5.2736,199.8351
0.92,4,5.279,199.8236
0.92,5,5.2864,199.8713
0.92,6,5.2933,199.7975
0.92,7,5.2868,199.7699
0.92,8,5.2873,199.7396
0.92,9,5.3127,199.8259
0.92,10,5.3522,199.7035
0.92,11,5.3976,199.8348
0.92,12,5.4885,199.8162
0.92,13,5.6507,199.7304
0.92,14,5.8463,199.7346
0.92,15,6.2005,199.7743
0.92,16,4.8759,99.8963
0.93,0,5.2525,199.7284
0.93,1,5.251,199.8006
0.93,2,5.2542,199.7673
0.93,3,5.2533,199.7498
0.93,4,5.2621,199.8265
0.93,5,5.2512,199.7887
0.93,6,5.2628,199.8376
0.93,7,5.2684,199.832
0.93,8,5.2708,199.736
0.93,9,5.2893,199.6656
0.93,10,5.3214,199.8098
0.93,11,5.38,199.6731
0.93,12,5.4613,199.7908
0.93,13,5.6073,199.751
0.93,14,5.8159,199.8014
0.93,15,6.1652,199.8297
0.93,16,4.8571,99.9078
0.94,0,5.2199,199.8157
0.94,1,5.2349,199.7984
0.94,2,5.2201,199.7753
0.94,3,5.2238,199.7502
0.94,4,5.242,199.8246
0.94,5,5.2251,199.6958
0.94,6,5.23,199.8017
0.94,7,5.2392,199.8405
0.94,8,5.2499,199.8233
0.94,9,5.2638,199.8089
0.94,10,5.3066,199.7345
0.94,11,5.3461,199.8116
0.94,12,5.4453,199.7864
0.94,13,5.5847,199.8099
0.94,14,5.7799,199.8781
0.94,15,6.13,199.8888
0.94,16,4.8296,99.9192
0.95,0,5.199,199.844
0.95,1,5.1991,199.7724
0.95,2,5.2079,199.794
0.95,3,5.2151,199.8074
0.95,4,5.2058,199.8912
0.95,5,5.2097,199.7645
0.95,6,5.2018,199.7801
0.95,7,5.2132,199.7831
0.95,8,5.2243,199.8391
0.95,9,5.2359,199.833
0.95,10,5.2709,199.8553
0.95,11,5.3111,199.8522
0.95,12,5.4009,199.7599
0.95,13,5.557,199.7872
0.95,14,5.7653,199.8266
0.95,15,6.1121,199.8124
0.95,16,4.802,99.9427
0.96,0,5.1753,199.7619
0.96,1,5.1896,199.8271
0.96,2,5.1715,199.7988
0.96,3,5.1828,199.7618
0.96,4,5.1789,199.8754
0.96,5,5.1766,199.8618
0.96,6,5.1922,199.8343
0.96,7,5.2049,199.8658
0.96,8,5.1997,199.8322
0.96,9,5.2273,199.8994
0.96,10,5.2421,199.8524
0.96,11,5.3097,199.816
0.96,12,5.3877,199.8571
0.96,13,5.5112,199.8292
0.96,14,5.7376,199.8881
0.96,15,6.0945,199.8357
0.96,16,4.7846,99.9104
0.97,0,5.1602,199.8046
0.97,1,5.1572,199.8425
0.97,2,5.1557,199.8824
0.97,3,5.144,199.8709
0.97,4,5.1553,199.8992
0.97,5,5.164,199.852
0.97,6,5.1652,199.8611
0.97,7,5.1828,199.9403
0.97,8,5.1776,199.8453
0.97,9,5.1934,199.8722
0.97,10,5.2171,199.893
0.97,11,5.2773,199.8576
0.97,12,5.3572,199.9293
0.97,13,5.4904,199.9294
0.97,14,5.7088,199.9052
0.97,15,6.0539,199.9198
0.97,16,4.7546,99.9573
0.98,0,5.1448,199.882
0.98,1,5.157,199.7418
0.98,2,5.144,199.901
0.98,3,5.1486,199.8616
0.98,4,5.1469,199.8766
0.98,5,5.136,199.8498
0.98,6,5.1582,199.8573
0.98,7,5.1628,199.8423
0.98,8,5.1622,199.7368
0.98,9,5.171,199.8664
0.98,10,5.1992,199.8584
0.98,11,5.2422,199.9315
0.98,12,5.3062,199.8697
0.98,13,5.4582,199.8791
0.98,14,5.6928,199.8938
0.98,15,6.019,199.9005
0.98,16,4.743,99.9476
0.99,0,5.1361,199.9047
0.99,1,5.1416,199.8571
0.99,2,5.1273,199.8818
0.99,3,5.1351,199.8938
0.99,4,5.1334,199.8546
0.99,5,5.1407,199.8955
0.99,6,5.1284,199.8311
0.99,7,5.1438,199.8728
0.99,8,5.1514,199.8068
0.99,9,5.1546,199.8852
0.99,10,5.1742,199.8975
0.99,11,5.2216,199.932
0.99,12,5.2979,199.8692
0.99,13,5.4511,199.8631
0.99,14,5.6467,199.8523
0.99,15,6.0048,199.9268
0.99,16,4.7112,99.9342
1,0,5.1064,199.8863
1,1,5.1088,199.8783
1,2,5.1195,199.8783
1,3,5.1063,199.8862
1,4,5.1145,199.8524
1,5,5.1153,199.8583
1,6,5.1221,199.8367
1,7,5.1237,199.8902
1,8,5.1357,199.8584
1,9,5.1345,199.8843
1,10,5.1642,199.8226
1,11,5.1822,199.9002
1,12,5.2673,199.8983
1,13,5.4116,199.9022
1,14,5.6226,199.8445
1,15,5.9877,199.9381
1,16,4.6779,99.9498
